Query_ID,Subject_ID,Identity,Alignment Length,Mismatches
OFBKKLGO_02967_group_6402,sp|O34493|YTMA_BACSU Uncharacterized peptidase YtmA OS=Bacillus subtilis (strain 168) OX=224308 GN=ytmA PE=3 SV=1,81.3,257,48
OFBKKLGO_02969_ssuB_2,sp|O34314|YTLC_BACSU Uncharacterized ABC transporter ATP-binding protein YtlC OS=Bacillus subtilis (strain 168) OX=224308 GN=ytlC PE=3 SV=1,86.9,259,34
OFBKKLGO_02970_ssuC_2,sp|O34649|YTLD_BACSU Uncharacterized ABC transporter permease protein YtlD OS=Bacillus subtilis (strain 168) OX=224308 GN=ytlD PE=3 SV=1,78.8,269,57
OFBKKLGO_02971_ytkD,sp|O35013|YTKD_BACSU Putative 8-oxo-dGTP diphosphatase YtkD OS=Bacillus subtilis (strain 168) OX=224308 GN=ytkD PE=1 SV=1,91.0,155,14
OFBKKLGO_02973_dps,sp|P80879|G20U_BACSU General stress protein 20U OS=Bacillus subtilis (strain 168) OX=224308 GN=dps PE=1 SV=3,91.7,145,12
OFBKKLGO_02975_group_2283,sp|P40768|YTKA_BACSU Uncharacterized protein YtkA OS=Bacillus subtilis (strain 168) OX=224308 GN=ytkA PE=4 SV=2,56.6,145,62
OFBKKLGO_02976_luxS,sp|A7Z800|LUXS_BACVZ S-ribosylhomocysteine lyase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=luxS PE=3 SV=1,99.4,157,1
OFBKKLGO_02977_yidD,sp|A7Z801|YIDD_BACVZ Putative membrane protein insertion efficiency factor OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_027690 PE=3 SV=1,96.0,75,3
OFBKKLGO_02978_csh_1,sp|O34872|YTIB_BACSU Putative carbonic anhydrase YtiB OS=Bacillus subtilis (strain 168) OX=224308 GN=ytiB PE=3 SV=1,83.4,187,31
OFBKKLGO_02979_rpmE2,sp|A7Z803|RL31B_BACVZ 50S ribosomal protein L31 type B OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=rpmE2 PE=3 SV=1,98.8,82,1
OFBKKLGO_02980_ythA,sp|C0SP90|YTHA_BACSU Putative cytochrome bd menaquinol oxidase subunit I OS=Bacillus subtilis (strain 168) OX=224308 GN=ythA PE=1 SV=1,90.1,443,44
OFBKKLGO_02981_ythB,sp|O34505|YTHB_BACSU Putative cytochrome bd menaquinol oxidase subunit II OS=Bacillus subtilis (strain 168) OX=224308 GN=ythB PE=1 SV=1,84.8,341,52
OFBKKLGO_02982_group_3805,sp|C0H3Q2|YTZL_BACSU Uncharacterized protein YtzL OS=Bacillus subtilis (strain 168) OX=224308 GN=ytzL PE=4 SV=1,94.2,52,3
OFBKKLGO_02983_menC,sp|O34514|MENC_BACSU o-succinylbenzoate synthase OS=Bacillus subtilis (strain 168) OX=224308 GN=menC PE=1 SV=1,85.9,368,52
OFBKKLGO_02985_menB,"sp|P23966|MENB_BACSU 1,4-dihydroxy-2-naphthoyl-CoA synthase OS=Bacillus subtilis (strain 168) OX=224308 GN=menB PE=1 SV=2",96.3,270,10
OFBKKLGO_02987_menD,sp|A7Z812|MEND_BACVZ 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=menD PE=3 SV=1,96.2,578,22
OFBKKLGO_02988_pchA,sp|P23973|MENF_BACSU Isochorismate synthase MenF OS=Bacillus subtilis (strain 168) OX=224308 GN=menF PE=3 SV=2,71.3,470,134
OFBKKLGO_02994_thiT,sp|O32074|THIT_BACSU Thiamine transporter ThiT OS=Bacillus subtilis (strain 168) OX=224308 GN=thiT PE=1 SV=1,80.2,192,38
OFBKKLGO_02995_yqiK,sp|O32076|YUAG_BACSU Uncharacterized protein YuaG OS=Bacillus subtilis (strain 168) OX=224308 GN=yuaG PE=4 SV=1,88.7,503,57
OFBKKLGO_02997_group_2285,sp|O32078|YUAE_BACSU Uncharacterized protein YuaE OS=Bacillus subtilis (strain 168) OX=224308 GN=yuaE PE=4 SV=1,72.0,161,45
OFBKKLGO_02999_gbsB,sp|P71017|GBSB_BACSU Choline dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=gbsB PE=1 SV=2,95.8,402,17
OFBKKLGO_03000_gbsA,sp|P71016|GBSA_BACSU Betaine aldehyde dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=gbsA PE=1 SV=1,89.4,490,52
OFBKKLGO_03001_opcR_1,sp|P71015|GBSR_BACSU HTH-type transcriptional repressor GbsR OS=Bacillus subtilis (strain 168) OX=224308 GN=gbsR PE=3 SV=1,87.2,179,23
OFBKKLGO_03002_bslA,sp|P71014|BSLA_BACSU Biofilm-surface layer protein A OS=Bacillus subtilis (strain 168) OX=224308 GN=bslA PE=1 SV=2,73.9,180,45
OFBKKLGO_03003_ktrA_2,sp|O32080|KTRA_BACSU Ktr system potassium uptake protein A OS=Bacillus subtilis (strain 168) OX=224308 GN=ktrA PE=1 SV=1,85.6,222,32
OFBKKLGO_03004_lytG,sp|O32083|LYTG_BACSU Exo-glucosaminidase LytG OS=Bacillus subtilis (strain 168) OX=224308 GN=lytG PE=1 SV=1,67.9,280,89
OFBKKLGO_03063_uppP,sp|A7Z830|UPPP_BACVZ Undecaprenyl-diphosphatase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=uppP PE=3 SV=1,98.9,276,3
OFBKKLGO_03064_group_6425,sp|O32086|YUBA_BACSU Putative transport protein YubA OS=Bacillus subtilis (strain 168) OX=224308 GN=yubA PE=3 SV=1,89.2,381,41
OFBKKLGO_03065_iolU,sp|O05265|IOLU_BACSU scyllo-inositol 2-dehydrogenase (NADP(+)) IolU OS=Bacillus subtilis (strain 168) OX=224308 GN=iolU PE=1 SV=2,77.7,327,73
OFBKKLGO_03066_yraA_2,sp|O59413|DEGLY_PYRHO Deglycase PH1704 OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH1704 PE=1 SV=1,46.1,165,88
OFBKKLGO_03068_mcpA_2,sp|P39214|MCPA_BACSU Methyl-accepting chemotaxis protein McpA OS=Bacillus subtilis (strain 168) OX=224308 GN=mcpA PE=1 SV=2,73.9,574,150
OFBKKLGO_03069_mcpA_3,sp|P39216|TLPA_BACSU Methyl-accepting chemotaxis protein TlpA OS=Bacillus subtilis (strain 168) OX=224308 GN=tlpA PE=3 SV=1,68.5,552,174
OFBKKLGO_03071_tgl,sp|P40746|TGL_BACSU Protein-glutamine gamma-glutamyltransferase OS=Bacillus subtilis (strain 168) OX=224308 GN=tgl PE=1 SV=2,73.0,244,66
OFBKKLGO_03072_group_1483,sp|C0H3Q3|YUZH_BACSU Uncharacterized protein YuzH OS=Bacillus subtilis (strain 168) OX=224308 GN=yuzH PE=4 SV=1,76.8,82,19
OFBKKLGO_03073_pnoA,sp|O05413|NMO_BACSU Probable nitronate monooxygenase OS=Bacillus subtilis (strain 168) OX=224308 GN=yrpB PE=3 SV=1,58.9,341,140
OFBKKLGO_03074_malL,"sp|O05242|O16G3_BACSU Probable oligo-1,6-glucosidase 3 OS=Bacillus subtilis (strain 168) OX=224308 GN=yugT PE=3 SV=2",76.3,553,130
OFBKKLGO_03075_group_16085,sp|O05241|YUGS_BACSU UPF0053 protein YugS OS=Bacillus subtilis (strain 168) OX=224308 GN=yugS PE=3 SV=2,84.3,428,67
OFBKKLGO_03076_group_16287,sp|O05248|YUGP_BACSU Putative membrane protease YugP OS=Bacillus subtilis (strain 168) OX=224308 GN=yugP PE=4 SV=1,94.7,225,12
OFBKKLGO_03078_mstX,sp|Q5BU39|MSTX_BACSU Protein mistic OS=Bacillus subtilis (strain 168) OX=224308 GN=mstX PE=1 SV=1,79.8,84,17
OFBKKLGO_03079_group_6429,sp|Q795M8|YUGO_BACSU Putative potassium channel protein YugO OS=Bacillus subtilis (strain 168) OX=224308 GN=yugO PE=4 SV=2,72.6,328,90
OFBKKLGO_03080_group_2942,sp|O05246|YUGN_BACSU Uncharacterized protein YugN OS=Bacillus subtilis (strain 168) OX=224308 GN=yugN PE=4 SV=1,73.1,134,36
OFBKKLGO_03082_pgi,sp|A7Z848|G6PI_BACVZ Glucose-6-phosphate isomerase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=pgi PE=3 SV=1,99.6,450,2
OFBKKLGO_03084_adh2_2,sp|O05239|YUGJ_BACSU Probable NADH-dependent butanol dehydrogenase 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=yugJ PE=3 SV=1,92.2,387,30
OFBKKLGO_03085_group_8284,sp|O32087|YUZA_BACSU Uncharacterized membrane protein YuzA OS=Bacillus subtilis (strain 168) OX=224308 GN=yuzA PE=4 SV=1,94.9,78,4
OFBKKLGO_03086_yugI,sp|P80870|GS13_BACSU General stress protein 13 OS=Bacillus subtilis (strain 168) OX=224308 GN=yugI PE=1 SV=3,96.9,130,4
OFBKKLGO_03088_dapX_2,sp|Q795M6|YUGH_BACSU Putative aminotransferase YugH OS=Bacillus subtilis (strain 168) OX=224308 GN=yugH PE=3 SV=1,83.8,383,62
OFBKKLGO_03089_group_16315,sp|O05236|YUGG_BACSU Uncharacterized HTH-type transcriptional regulator YugG OS=Bacillus subtilis (strain 168) OX=224308 GN=yugG PE=4 SV=2,91.6,166,14
OFBKKLGO_03090_carC,sp|O05235|YUGF_BACSU Uncharacterized hydrolase YugF OS=Bacillus subtilis (strain 168) OX=224308 GN=yugF PE=3 SV=1,76.9,273,63
OFBKKLGO_03092_patB,sp|Q08432|CBL_BACSU Cystathionine beta-lyase PatB OS=Bacillus subtilis (strain 168) OX=224308 GN=patB PE=1 SV=1,75.6,386,94
OFBKKLGO_03093_sasA_3,sp|Q08430|KINB_BACSU Sporulation kinase B OS=Bacillus subtilis (strain 168) OX=224308 GN=kinB PE=3 SV=4,63.2,424,156
OFBKKLGO_03095_group_2943,sp|O05231|KAPD_BACSU Probable 3'-5' exonuclease KapD OS=Bacillus subtilis (strain 168) OX=224308 GN=kapD PE=3 SV=1,86.6,201,27
OFBKKLGO_03097_pbpD,sp|P40750|PBPD_BACSU Penicillin-binding protein 4 OS=Bacillus subtilis (strain 168) OX=224308 GN=pbpD PE=1 SV=2,85.2,623,92
OFBKKLGO_03098_group_3820,sp|P40761|YUXK_BACSU Uncharacterized protein YuxK OS=Bacillus subtilis (strain 168) OX=224308 GN=yuxK PE=3 SV=1,71.2,132,38
OFBKKLGO_03099_group_4895,sp|O05249|YUFK_BACSU Uncharacterized membrane protein YufK OS=Bacillus subtilis (strain 168) OX=224308 GN=yufK PE=4 SV=2,75.1,185,46
OFBKKLGO_03101_dcuR_2,sp|O05251|MALR_BACSU Transcriptional regulatory protein MalR OS=Bacillus subtilis (strain 168) OX=224308 GN=malR PE=3 SV=1,88.9,235,26
OFBKKLGO_03102_tmpC_2,sp|O05252|NUPN_BACSU ABC transporter guanosine-binding protein NupN OS=Bacillus subtilis (strain 168) OX=224308 GN=nupN PE=1 SV=2,86.4,359,47
OFBKKLGO_03104_group_3821,sp|O05254|NUPP_BACSU Guanosine ABC transporter permease protein NupP OS=Bacillus subtilis (strain 168) OX=224308 GN=nupP PE=1 SV=1,86.5,347,47
OFBKKLGO_03105_group_15997,sp|O05255|NUPQ_BACSU Guanosine ABC transporter permease protein NupQ OS=Bacillus subtilis (strain 168) OX=224308 GN=nupQ PE=1 SV=1,93.7,318,20
OFBKKLGO_03107_mrpA,sp|Q9K2S2|MRPA_BACSU Na(+)/H(+) antiporter subunit A OS=Bacillus subtilis (strain 168) OX=224308 GN=mrpA PE=1 SV=2,82.2,797,142
OFBKKLGO_03108_mrpB,sp|O05259|MRPB_BACSU Na(+)/H(+) antiporter subunit B OS=Bacillus subtilis (strain 168) OX=224308 GN=mrpB PE=1 SV=1,84.6,143,22
OFBKKLGO_03109_mrpC,sp|O05260|MRPC_BACSU Na(+)/H(+) antiporter subunit C OS=Bacillus subtilis (strain 168) OX=224308 GN=mrpC PE=1 SV=2,88.4,112,13
OFBKKLGO_03110_mrpD,sp|O05229|MRPD_BACSU Na(+)/H(+) antiporter subunit D OS=Bacillus subtilis (strain 168) OX=224308 GN=mrpD PE=1 SV=3,87.6,493,61
OFBKKLGO_03112_mrpF,sp|O05228|MRPF_BACSU Na(+)/H(+) antiporter subunit F OS=Bacillus subtilis (strain 168) OX=224308 GN=mrpF PE=1 SV=2,88.3,94,11
OFBKKLGO_03113_mrpG,sp|O05227|MRPG_BACSU Na(+)/H(+) antiporter subunit G OS=Bacillus subtilis (strain 168) OX=224308 GN=mrpG PE=1 SV=1,75.0,124,31
OFBKKLGO_03120_degQ,sp|P06532|DEGQ_BACAM Degradation enzyme regulation protein DegQ OS=Bacillus amyloliquefaciens OX=1390 GN=degQ PE=3 SV=1,97.8,46,1
OFBKKLGO_03122_cdgJ,sp|P14203|YUXH_BACSU Uncharacterized protein YuxH OS=Bacillus subtilis (strain 168) OX=224308 GN=yuxH PE=4 SV=1,78.1,406,88
OFBKKLGO_03123_pncB,sp|O32090|PNCB_BACSU Nicotinate phosphoribosyltransferase OS=Bacillus subtilis (strain 168) OX=224308 GN=pncB PE=3 SV=1,88.7,488,55
OFBKKLGO_03124_rutB,sp|O32091|PNCA_BACSU Uncharacterized isochorismatase family protein PncA OS=Bacillus subtilis (strain 168) OX=224308 GN=pncA PE=3 SV=1,79.8,183,37
OFBKKLGO_03125_yueI,sp|O32092|YUEI_BACSU Uncharacterized protein YueI OS=Bacillus subtilis (strain 168) OX=224308 GN=yueI PE=1 SV=1,64.1,131,47
OFBKKLGO_03126_group_2298,sp|O32093|YUEH_BACSU Uncharacterized protein YueH OS=Bacillus subtilis (strain 168) OX=224308 GN=yueH PE=4 SV=1,69.5,82,25
OFBKKLGO_03127_gerPF_3,sp|O32094|YUEG_BACSU Spore germination protein-like protein YueG OS=Bacillus subtilis (strain 168) OX=224308 GN=yueG PE=3 SV=1,69.9,73,22
OFBKKLGO_03128_group_7021,sp|O32095|YUEF_BACSU Putative transport protein YueF OS=Bacillus subtilis (strain 168) OX=224308 GN=yueF PE=3 SV=1,83.3,366,61
OFBKKLGO_03129_group_2946,sp|O32097|YUZF_BACSU Uncharacterized protein YuzF OS=Bacillus subtilis (strain 168) OX=224308 GN=yuzF PE=4 SV=1,70.5,78,23
OFBKKLGO_03130_group_6441,sp|O32098|YUEE_BACSU Putative phosphohydrolase YueE OS=Bacillus subtilis (strain 168) OX=224308 GN=yueE PE=4 SV=1,90.5,169,16
OFBKKLGO_03139_ald,sp|Q08352|DHA_BACSU Alanine dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=ald PE=1 SV=1,90.2,378,35
OFBKKLGO_03142_dhbF,sp|P45745|DHBF_BACSU Dimodular nonribosomal peptide synthase OS=Bacillus subtilis (strain 168) OX=224308 GN=dhbF PE=1 SV=4,70.1,2371,696
OFBKKLGO_03143_dhbB,sp|P45743|DHBB_BACSU Isochorismatase OS=Bacillus subtilis (strain 168) OX=224308 GN=dhbB PE=1 SV=1,73.4,312,77
OFBKKLGO_03144_dhbE,"sp|P40871|DHBE_BACSU 2,3-dihydroxybenzoate-AMP ligase OS=Bacillus subtilis (strain 168) OX=224308 GN=dhbE PE=1 SV=2",81.2,533,100
OFBKKLGO_03146_dhbA,"sp|P39071|DHBA_BACSU 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=dhbA PE=1 SV=3",71.3,261,75
OFBKKLGO_03149_bioY_2,sp|O32104|BIOYB_BACSU Putative biotin transporter BioYB OS=Bacillus subtilis (strain 168) OX=224308 GN=bioYB PE=3 SV=1,73.8,195,51
OFBKKLGO_03150_group_6449,sp|O32105|YUIF_BACSU Putative amino acid transporter YuiF OS=Bacillus subtilis (strain 168) OX=224308 GN=yuiF PE=4 SV=1,89.8,442,45
OFBKKLGO_03151_pepA,sp|A7Z8B5|AMPA_BACVZ Probable cytosol aminopeptidase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=pepA PE=3 SV=1,98.8,496,6
OFBKKLGO_03152_group_6451,sp|O32107|YUID_BACSU Uncharacterized membrane protein YuiD OS=Bacillus subtilis (strain 168) OX=224308 GN=yuiD PE=4 SV=1,89.2,158,17
OFBKKLGO_03153_yuiC,sp|O32108|YUIC_BACSU Uncharacterized protein YuiC OS=Bacillus subtilis (strain 168) OX=224308 GN=yuiC PE=1 SV=1,73.2,213,54
OFBKKLGO_03154_group_6741,sp|O32109|YUIB_BACSU Uncharacterized membrane protein YuiB OS=Bacillus subtilis (strain 168) OX=224308 GN=yuiB PE=4 SV=1,83.8,105,17
OFBKKLGO_03155_group_6452,sp|O05267|YUMB_BACSU NADH dehydrogenase-like protein YumB OS=Bacillus subtilis (strain 168) OX=224308 GN=yumB PE=3 SV=1,90.1,406,40
OFBKKLGO_03156_yumC,sp|A7Z8C1|FENR2_BACVZ Ferredoxin--NADP reductase 2 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_029160 PE=3 SV=1,98.5,331,5
OFBKKLGO_03157_group_1268,sp|O32111|YUZG_BACSU Uncharacterized protein YuzG OS=Bacillus subtilis (strain 168) OX=224308 GN=yuzG PE=4 SV=1,74.4,39,10
OFBKKLGO_03158_guaC,sp|A7Z8C3|GUAC_BACVZ GMP reductase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=guaC PE=3 SV=1,98.1,308,6
OFBKKLGO_03218_erpA,sp|O32113|SUFA_BACSU Uncharacterized protein SufA OS=Bacillus subtilis (strain 168) OX=224308 GN=sufA PE=3 SV=1,90.0,120,12
OFBKKLGO_03219_dapF,sp|A7Z8D3|DAPF_BACVZ Diaminopimelate epimerase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=dapF PE=3 SV=1,97.5,284,7
OFBKKLGO_03221_group_4916,sp|A7Z8D5|Y2930_BACVZ UPF0349 protein RBAM_029300 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_029300 PE=3 SV=1,96.2,78,3
OFBKKLGO_03222_ndh,sp|O32117|YUTJ_BACSU NADH dehydrogenase-like protein YutJ OS=Bacillus subtilis (strain 168) OX=224308 GN=yutJ PE=3 SV=2,89.0,355,39
OFBKKLGO_03223_group_2310,sp|O32118|YUZD_BACSU Putative disulfide oxidoreductase YuzD OS=Bacillus subtilis (strain 168) OX=224308 GN=yuzD PE=4 SV=1,77.1,105,24
OFBKKLGO_03224_nfuA,sp|O32119|YUTI_BACSU Putative nitrogen fixation protein YutI OS=Bacillus subtilis (strain 168) OX=224308 GN=yutI PE=3 SV=1,98.7,78,1
OFBKKLGO_03226_thrB,sp|A7Z8E0|KHSE_BACVZ Homoserine kinase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=thrB PE=3 SV=1,95.1,309,15
OFBKKLGO_03227_thrC,sp|P04990|THRC_BACSU Threonine synthase OS=Bacillus subtilis (strain 168) OX=224308 GN=thrC PE=3 SV=1,93.5,352,23
OFBKKLGO_03228_hom,sp|P19582|DHOM_BACSU Homoserine dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=hom PE=1 SV=2,92.6,433,32
OFBKKLGO_03229_group_6469,sp|O32123|YUTH_BACSU Endospore coat-associated protein YutH OS=Bacillus subtilis (strain 168) OX=224308 GN=yutH PE=3 SV=1,77.4,336,75
OFBKKLGO_03230_ypjQ,sp|O32124|YUTG_BACSU Uncharacterized protein YutG OS=Bacillus subtilis (strain 168) OX=224308 GN=yutG PE=4 SV=1,87.3,166,21
OFBKKLGO_03231_yutF,sp|O32125|YUTF_BACSU Acid sugar phosphatase OS=Bacillus subtilis (strain 168) OX=224308 GN=yutF PE=1 SV=1,91.4,256,22
OFBKKLGO_03232_group_2311,sp|O32126|YUTE_BACSU UPF0331 protein YutE OS=Bacillus subtilis (strain 168) OX=224308 GN=yutE PE=1 SV=1,70.8,144,42
OFBKKLGO_03233_yutD,sp|O32127|YUTD_BACSU Uncharacterized protein YutD OS=Bacillus subtilis (strain 168) OX=224308 GN=yutD PE=1 SV=2,96.7,91,3
OFBKKLGO_03234_lipA,sp|A7Z8E8|LIPA_BACVZ Lipoyl synthase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=lipA PE=3 SV=1,100.0,298,0
OFBKKLGO_03235_lytH,sp|O32130|LYTH_BACSU L-Ala--D-Glu endopeptidase OS=Bacillus subtilis (strain 168) OX=224308 GN=lytH PE=2 SV=2,85.8,325,45
OFBKKLGO_03237_mggB,sp|O32133|YUND_BACSU Uncharacterized metallophosphoesterase YunD OS=Bacillus subtilis (strain 168) OX=224308 GN=yunD PE=3 SV=1,76.6,462,108
OFBKKLGO_03238_group_16273,sp|O32134|YUNE_BACSU Probable membrane transporter protein YunE OS=Bacillus subtilis (strain 168) OX=224308 GN=yunE PE=3 SV=1,79.9,273,55
OFBKKLGO_03239_group_6470,sp|O32135|YUNF_BACSU UPF0759 protein YunF OS=Bacillus subtilis (strain 168) OX=224308 GN=yunF PE=3 SV=2,84.8,282,43
OFBKKLGO_03242_pucR,sp|O32138|PUCR_BACSU Purine catabolism regulatory protein OS=Bacillus subtilis (strain 168) OX=224308 GN=pucR PE=2 SV=1,82.7,531,92
OFBKKLGO_03244_tetA_2,sp|P39843|BMR2_BACSU Multidrug resistance protein 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=blt PE=3 SV=1,41.5,381,220
OFBKKLGO_03247_bsn,sp|Q03091|BSN1_BACAM Extracellular ribonuclease OS=Bacillus amyloliquefaciens OX=1390 GN=bsn PE=1 SV=1,93.8,289,16
OFBKKLGO_03249_yurK,sp|O32152|YURK_BACSU Uncharacterized HTH-type transcriptional regulator YurK OS=Bacillus subtilis (strain 168) OX=224308 GN=yurK PE=1 SV=1,83.5,242,40
OFBKKLGO_03251_ngcG,sp|O32154|YURM_BACSU Probable ABC transporter permease protein YurM OS=Bacillus subtilis (strain 168) OX=224308 GN=yurM PE=3 SV=1,85.0,300,39
OFBKKLGO_03253_msmE,sp|O32156|YURO_BACSU Uncharacterized ABC transporter extracellular-binding protein YurO OS=Bacillus subtilis (strain 168) OX=224308 GN=yurO PE=3 SV=1,81.0,422,79
OFBKKLGO_03254_frlB,sp|O32157|FRLB_BACSU Fructosamine deglycase FrlB OS=Bacillus subtilis (strain 168) OX=224308 GN=frlB PE=1 SV=1,86.9,328,43
OFBKKLGO_03260_uvrC_2,sp|O32158|YURQ_BACSU Uncharacterized protein YurQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yurQ PE=4 SV=1,84.7,124,19
OFBKKLGO_03264_csn,sp|O07921|CHIS_BACSU Chitosanase OS=Bacillus subtilis (strain 168) OX=224308 GN=csn PE=1 SV=1,87.5,272,34
OFBKKLGO_03265_group_6744,sp|O32162|SUFB_BACSU FeS cluster assembly protein SufB OS=Bacillus subtilis (strain 168) OX=224308 GN=sufB PE=3 SV=1,98.9,465,5
OFBKKLGO_03266_sufU,sp|O32163|SUFU_BACSU Zinc-dependent sulfurtransferase SufU OS=Bacillus subtilis (strain 168) OX=224308 GN=sufU PE=1 SV=1,95.2,147,7
OFBKKLGO_03267_sufS,sp|O32164|SUFS_BACSU Cysteine desulfurase SufS OS=Bacillus subtilis (strain 168) OX=224308 GN=sufS PE=1 SV=1,94.6,406,22
OFBKKLGO_03268_group_15860,sp|O32165|SUFD_BACSU FeS cluster assembly protein SufD OS=Bacillus subtilis (strain 168) OX=224308 GN=sufD PE=3 SV=1,95.4,437,20
OFBKKLGO_03269_sufC,sp|P80866|SUFC_BACSU Vegetative protein 296 OS=Bacillus subtilis (strain 168) OX=224308 GN=sufC PE=1 SV=3,100.0,261,0
OFBKKLGO_03271_group_6479,sp|O32166|YURZ_BACSU Uncharacterized protein YurZ OS=Bacillus subtilis (strain 168) OX=224308 GN=yurZ PE=4 SV=1,83.2,119,19
OFBKKLGO_03272_metQ,sp|O32167|METQ_BACSU Methionine-binding lipoprotein MetQ OS=Bacillus subtilis (strain 168) OX=224308 GN=metQ PE=1 SV=1,87.6,274,31
OFBKKLGO_03273_metP,sp|O32168|METP_BACSU Methionine import system permease protein MetP OS=Bacillus subtilis (strain 168) OX=224308 GN=metP PE=1 SV=1,85.6,222,32
OFBKKLGO_03274_metN,sp|O32169|METN_BACSU Methionine import ATP-binding protein MetN OS=Bacillus subtilis (strain 168) OX=224308 GN=metN PE=1 SV=1,88.0,341,41
OFBKKLGO_03276_group_6481,sp|O32170|YUSD_BACSU SCP2 domain-containing protein YusD OS=Bacillus subtilis (strain 168) OX=224308 GN=yusD PE=4 SV=1,80.7,114,21
OFBKKLGO_03277_group_6482,sp|O32171|YUSE_BACSU Thioredoxin-like protein YusE OS=Bacillus subtilis (strain 168) OX=224308 GN=yusE PE=4 SV=1,85.1,101,15
OFBKKLGO_03278_rnmV_2,sp|O32172|YUSF_BACSU Uncharacterized protein YusF OS=Bacillus subtilis (strain 168) OX=224308 GN=yusF PE=4 SV=1,63.4,112,41
OFBKKLGO_03280_gcvH,sp|A7Z8J3|GCSH_BACVZ Glycine cleavage system H protein OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=gcvH PE=3 SV=1,99.2,127,1
OFBKKLGO_03281_mgsR_2,sp|O32175|YUSI_BACSU Uncharacterized protein YusI OS=Bacillus subtilis (strain 168) OX=224308 GN=yusI PE=3 SV=1,86.3,117,16
OFBKKLGO_03282_fadE,sp|O32176|FADE_BACSU Probable acyl-CoA dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=fadE PE=2 SV=1,86.4,594,81
OFBKKLGO_03283_fadA_4,sp|O32177|FADA_BACSU 3-ketoacyl-CoA thiolase OS=Bacillus subtilis (strain 168) OX=224308 GN=fadA PE=2 SV=1,91.5,390,33
OFBKKLGO_03284_fadN,sp|O32178|FADN_BACSU Probable 3-hydroxyacyl-CoA dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=fadN PE=2 SV=2,82.9,789,135
OFBKKLGO_03286_fadM,sp|Q8RMG1|PROD1_BACNA Proline dehydrogenase 1 OS=Bacillus subtilis subsp. natto OX=86029 GN=fadM PE=1 SV=1,75.5,302,74
OFBKKLGO_03288_group_4929,sp|O32180|YUSN_BACSU Uncharacterized protein YusN OS=Bacillus subtilis (strain 168) OX=224308 GN=yusN PE=4 SV=1,85.5,110,16
OFBKKLGO_03290_bmr3_1,sp|O32182|YUSP_BACSU Uncharacterized MFS-type transporter YusP OS=Bacillus subtilis (strain 168) OX=224308 GN=yusP PE=3 SV=1,86.4,530,72
OFBKKLGO_03294_group_4930,sp|O32187|YUSU_BACSU Uncharacterized protein YusU OS=Bacillus subtilis (strain 168) OX=224308 GN=yusU PE=4 SV=1,82.7,81,14
OFBKKLGO_03295_yusV_1,sp|O32188|YUSV_BACSU Probable siderophore transport system ATP-binding protein YusV OS=Bacillus subtilis (strain 168) OX=224308 GN=yusV PE=1 SV=1,91.5,271,23
OFBKKLGO_03296_group_891,sp|O32189|YUSW_BACSU Uncharacterized protein YusW OS=Bacillus subtilis (strain 168) OX=224308 GN=yusW PE=3 SV=1,64.8,145,51
