ID,GO,CLASSFICATION
OFBKKLGO_02969_ssuB_2,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_02970_ssuC_2,membrane,CELLULAR_COMPONENT
OFBKKLGO_02971_ytkD,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_02973_dps,"oxidoreductase activity, oxidizing metal ions",MOLECULAR_FUNCTION
OFBKKLGO_02973_dps,ferric iron binding,MOLECULAR_FUNCTION
OFBKKLGO_02976_luxS,iron ion binding,MOLECULAR_FUNCTION
OFBKKLGO_02976_luxS,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02978_csh_1,carbonate dehydratase activity,MOLECULAR_FUNCTION
OFBKKLGO_02978_csh_1,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_02979_rpmE2,ribosome,CELLULAR_COMPONENT
OFBKKLGO_02980_ythA,electron transfer activity,MOLECULAR_FUNCTION
OFBKKLGO_02981_ythB,membrane,CELLULAR_COMPONENT
OFBKKLGO_02983_menC,lyase activity,MOLECULAR_FUNCTION
OFBKKLGO_02985_menB,"1,4-dihydroxy-2-naphthoyl-CoA synthase activity",MOLECULAR_FUNCTION
OFBKKLGO_02985_menB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02987_menD,thiamine pyrophosphate binding,MOLECULAR_FUNCTION
OFBKKLGO_02987_menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_02987_menD,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_02988_pchA,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_02988_pchA,isochorismate synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_02988_pchA,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_02994_thiT,thiamine transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_02999_gbsB,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_02999_gbsB,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_03000_gbsA,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_03000_gbsA,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03000_gbsA,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_03000_gbsA,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_03003_ktrA_2,potassium ion transport,BIOLOGICAL_PROCESS
OFBKKLGO_03003_ktrA_2,cation transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_03004_lytG,amidase activity,MOLECULAR_FUNCTION
OFBKKLGO_03063_uppP,dephosphorylation,BIOLOGICAL_PROCESS
OFBKKLGO_03065_iolU,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03065_iolU,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_03068_mcpA_2,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03068_mcpA_2,membrane,CELLULAR_COMPONENT
OFBKKLGO_03068_mcpA_2,signal transduction,BIOLOGICAL_PROCESS
OFBKKLGO_03069_mcpA_3,signal transduction,BIOLOGICAL_PROCESS
OFBKKLGO_03069_mcpA_3,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03069_mcpA_3,membrane,CELLULAR_COMPONENT
OFBKKLGO_03071_tgl,protein-glutamine gamma-glutamyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_03073_pnoA,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03073_pnoA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03074_malL,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03074_malL,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03075_group_16085,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
OFBKKLGO_03079_group_6429,potassium ion transport,BIOLOGICAL_PROCESS
OFBKKLGO_03082_pgi,glucose-6-phosphate isomerase activity,MOLECULAR_FUNCTION
OFBKKLGO_03082_pgi,glycolytic process,BIOLOGICAL_PROCESS
OFBKKLGO_03084_adh2_2,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_03084_adh2_2,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_03086_yugI,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_03088_dapX_2,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03088_dapX_2,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_03088_dapX_2,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_03089_group_16315,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03089_group_16315,sequence-specific DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_03090_carC,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03092_patB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03092_patB,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_03093_sasA_3,phosphorelay sensor kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_03093_sasA_3,phosphorylation,BIOLOGICAL_PROCESS
OFBKKLGO_03095_group_2943,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_03097_pbpD,penicillin binding,MOLECULAR_FUNCTION
OFBKKLGO_03101_dcuR_2,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_03101_dcuR_2,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_03102_tmpC_2,plasma membrane,CELLULAR_COMPONENT
OFBKKLGO_03104_group_3821,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03105_group_15997,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03107_mrpA,NADH dehydrogenase (ubiquinone) activity,MOLECULAR_FUNCTION
OFBKKLGO_03107_mrpA,cellular monovalent inorganic cation homeostasis,BIOLOGICAL_PROCESS
OFBKKLGO_03108_mrpB,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03110_mrpD,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03110_mrpD,NADH dehydrogenase (ubiquinone) activity,MOLECULAR_FUNCTION
OFBKKLGO_03112_mrpF,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03113_mrpG,proton transmembrane transport,BIOLOGICAL_PROCESS
OFBKKLGO_03120_degQ,positive regulation of single-species biofilm formation,BIOLOGICAL_PROCESS
OFBKKLGO_03123_pncB,nicotinate phosphoribosyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_03123_pncB,nicotinate-nucleotide diphosphorylase (carboxylating) activity,MOLECULAR_FUNCTION
OFBKKLGO_03123_pncB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03124_rutB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03139_ald,L-alanine catabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_03139_ald,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03142_dhbF,phosphopantetheine binding,MOLECULAR_FUNCTION
OFBKKLGO_03142_dhbF,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_03142_dhbF,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03143_dhbB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03143_dhbB,isochorismatase activity,MOLECULAR_FUNCTION
OFBKKLGO_03144_dhbE,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03144_dhbE,"(2,3-dihydroxybenzoyl)adenylate synthase activity",MOLECULAR_FUNCTION
OFBKKLGO_03146_dhbA,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity",MOLECULAR_FUNCTION
OFBKKLGO_03146_dhbA,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_03149_bioY_2,biotin transport,BIOLOGICAL_PROCESS
OFBKKLGO_03150_group_6449,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03151_pepA,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_03151_pepA,aminopeptidase activity,MOLECULAR_FUNCTION
OFBKKLGO_03151_pepA,metalloexopeptidase activity,MOLECULAR_FUNCTION
OFBKKLGO_03153_yuiC,"hydrolase activity, hydrolyzing O-glycosyl compounds",MOLECULAR_FUNCTION
OFBKKLGO_03155_group_6452,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03156_yumC,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03156_yumC,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03158_guaC,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03158_guaC,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_03158_guaC,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03158_guaC,GMP reductase activity,MOLECULAR_FUNCTION
OFBKKLGO_03218_erpA,iron-sulfur cluster binding,MOLECULAR_FUNCTION
OFBKKLGO_03219_dapF,diaminopimelate epimerase activity,MOLECULAR_FUNCTION
OFBKKLGO_03219_dapF,diaminopimelate epimerase activity,MOLECULAR_FUNCTION
OFBKKLGO_03222_ndh,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03224_nfuA,iron-sulfur cluster binding,MOLECULAR_FUNCTION
OFBKKLGO_03226_thrB,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03226_thrB,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03227_thrC,threonine biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_03227_thrC,cellular amino acid metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_03228_hom,cellular amino acid metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_03228_hom,NADP binding,MOLECULAR_FUNCTION
OFBKKLGO_03228_hom,homoserine dehydrogenase activity,MOLECULAR_FUNCTION
OFBKKLGO_03230_ypjQ,phosphatidylglycerophosphatase activity,MOLECULAR_FUNCTION
OFBKKLGO_03234_lipA,lipoate biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_03234_lipA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03234_lipA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03234_lipA,iron-sulfur cluster binding,MOLECULAR_FUNCTION
OFBKKLGO_03237_mggB,nucleotide catabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_03238_group_16273,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03244_tetA_2,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_03244_tetA_2,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_03247_bsn,nuclease activity,MOLECULAR_FUNCTION
OFBKKLGO_03249_yurK,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03249_yurK,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03251_ngcG,membrane,CELLULAR_COMPONENT
OFBKKLGO_03254_frlB,carbohydrate derivative binding,MOLECULAR_FUNCTION
OFBKKLGO_03264_csn,chitosanase activity,MOLECULAR_FUNCTION
OFBKKLGO_03264_csn,carbohydrate metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_03265_group_6744,iron-sulfur cluster assembly,BIOLOGICAL_PROCESS
OFBKKLGO_03266_sufU,iron-sulfur cluster binding,MOLECULAR_FUNCTION
OFBKKLGO_03267_sufS,cysteine metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_03267_sufS,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03268_group_15860,iron-sulfur cluster assembly,BIOLOGICAL_PROCESS
OFBKKLGO_03269_sufC,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03269_sufC,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03271_group_6479,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03273_metP,membrane,CELLULAR_COMPONENT
OFBKKLGO_03274_metN,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03280_gcvH,glycine decarboxylation via glycine cleavage system,BIOLOGICAL_PROCESS
OFBKKLGO_03282_fadE,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03282_fadE,"oxidoreductase activity, acting on the CH-CH group of donors",MOLECULAR_FUNCTION
OFBKKLGO_03282_fadE,"oxidoreductase activity, acting on the CH-CH group of donors",MOLECULAR_FUNCTION
OFBKKLGO_03283_fadA_4,"transferase activity, transferring acyl groups other than amino-acyl groups",MOLECULAR_FUNCTION
OFBKKLGO_03283_fadA_4,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03284_fadN,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03284_fadN,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03284_fadN,3-hydroxyacyl-CoA dehydrogenase activity,MOLECULAR_FUNCTION
OFBKKLGO_03284_fadN,3-hydroxyacyl-CoA dehydrogenase activity,MOLECULAR_FUNCTION
OFBKKLGO_03284_fadN,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03286_fadM,proline dehydrogenase activity,MOLECULAR_FUNCTION
OFBKKLGO_03286_fadM,proline catabolic process to glutamate,BIOLOGICAL_PROCESS
OFBKKLGO_03290_bmr3_1,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03290_bmr3_1,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_03290_bmr3_1,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_03295_yusV_1,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03299_mrgA,ferric iron binding,MOLECULAR_FUNCTION
OFBKKLGO_03299_mrgA,"oxidoreductase activity, oxidizing metal ions",MOLECULAR_FUNCTION
OFBKKLGO_03301_cssR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03301_cssR,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_03301_cssR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03302_cssS,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03302_cssS,phosphorelay sensor kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_03302_cssS,phosphorylation,BIOLOGICAL_PROCESS
OFBKKLGO_03304_group_2319,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_03305_fumC,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03305_fumC,lyase activity,MOLECULAR_FUNCTION
OFBKKLGO_03305_fumC,tricarboxylic acid cycle enzyme complex,CELLULAR_COMPONENT
OFBKKLGO_03307_gerAA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03310_liaR_2,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03310_liaR_2,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03310_liaR_2,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_03311_liaS,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03311_liaS,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_03311_liaS,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_03312_liaF,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03316_group_4933,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_03319_hmuU,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_03321_fabG_5,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_03323_rcsC_3,phosphorelay sensor kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_03323_rcsC_3,phosphorylation,BIOLOGICAL_PROCESS
OFBKKLGO_03324_sphR,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_03324_sphR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03324_sphR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03326_sigO,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03328_oxdC_2,oxalate metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_03328_oxdC_2,nutrient reservoir activity,MOLECULAR_FUNCTION
OFBKKLGO_03330_yusV_2,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03331_feuC_2,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_03335_ydgI,membrane,CELLULAR_COMPONENT
OFBKKLGO_03340_group_3850,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_03341_modA,molybdate ion transport,BIOLOGICAL_PROCESS
OFBKKLGO_03342_modB,membrane,CELLULAR_COMPONENT
OFBKKLGO_03342_modB,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03343_lnrK,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_03343_lnrK,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03343_lnrK,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03344_group_1024,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_03345_lnrL_5,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03348_yvgN,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_03348_yvgN,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03350_nhaK,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03350_nhaK,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03351_cysI,iron-sulfur cluster binding,MOLECULAR_FUNCTION
OFBKKLGO_03351_cysI,NADP binding,MOLECULAR_FUNCTION
OFBKKLGO_03351_cysI,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_03351_cysI,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03352_cysJ,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03352_cysJ,FMN binding,MOLECULAR_FUNCTION
OFBKKLGO_03352_cysJ,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
OFBKKLGO_03352_cysJ,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_03352_cysJ,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03355_group_3853,metallopeptidase activity,MOLECULAR_FUNCTION
OFBKKLGO_03356_bdbC,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03358_cadA,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_03358_cadA,nucleotide binding,MOLECULAR_FUNCTION
OFBKKLGO_03358_cadA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03358_cadA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03359_copA,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_03359_copA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03359_copA,copper ion binding,MOLECULAR_FUNCTION
OFBKKLGO_03359_copA,nucleotide binding,MOLECULAR_FUNCTION
OFBKKLGO_03359_copA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03360_copZ,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_03360_copZ,copper ion binding,MOLECULAR_FUNCTION
OFBKKLGO_03360_copZ,copper ion transport,BIOLOGICAL_PROCESS
OFBKKLGO_03361_csoR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03362_iolW,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03362_iolW,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_03363_azoR2,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03367_tcyN,ATPase-coupled amino acid transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_03367_tcyN,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03368_tcyM,ATP-binding cassette (ABC) transporter complex,CELLULAR_COMPONENT
OFBKKLGO_03368_tcyM,membrane,CELLULAR_COMPONENT
OFBKKLGO_03369_tcyL,ATP-binding cassette (ABC) transporter complex,CELLULAR_COMPONENT
OFBKKLGO_03369_tcyL,membrane,CELLULAR_COMPONENT
OFBKKLGO_03373_cmpR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03376_smpB,RNA binding,MOLECULAR_FUNCTION
OFBKKLGO_03378_est,carboxylic ester hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_03379_secG,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03380_group_15994,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_03381_rghR_1,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_03382_rghR_2,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_03390_opuBC,ATP-binding cassette (ABC) transporter complex,CELLULAR_COMPONENT
OFBKKLGO_03391_opuCB_1,membrane,CELLULAR_COMPONENT
OFBKKLGO_03392_opuBA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03392_opuBA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03393_opcR_2,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03394_opuCD_2,membrane,CELLULAR_COMPONENT
OFBKKLGO_03395_opuCC,ATP-binding cassette (ABC) transporter complex,CELLULAR_COMPONENT
OFBKKLGO_03396_opuCB_2,membrane,CELLULAR_COMPONENT
OFBKKLGO_03397_opuCA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03397_opuCA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03398_opcR_3,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03399_group_3859,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03413_eno,phosphopyruvate hydratase complex,CELLULAR_COMPONENT
OFBKKLGO_03414_gpmI,phosphoglycerate mutase activity,MOLECULAR_FUNCTION
OFBKKLGO_03414_gpmI,phosphoglycerate mutase activity,MOLECULAR_FUNCTION
OFBKKLGO_03414_gpmI,phosphoglycerate mutase activity,MOLECULAR_FUNCTION
OFBKKLGO_03414_gpmI,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03414_gpmI,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_03415_tpiA,triose-phosphate isomerase activity,MOLECULAR_FUNCTION
OFBKKLGO_03415_tpiA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03415_tpiA,glycolytic process,BIOLOGICAL_PROCESS
OFBKKLGO_03416_pgk,glycolytic process,BIOLOGICAL_PROCESS
OFBKKLGO_03417_gapA,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03417_gapA,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",MOLECULAR_FUNCTION
OFBKKLGO_03417_gapA,NADP binding,MOLECULAR_FUNCTION
OFBKKLGO_03418_cggR,carbohydrate binding,MOLECULAR_FUNCTION
OFBKKLGO_03420_araE,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03420_araE,membrane,CELLULAR_COMPONENT
OFBKKLGO_03420_araE,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_03421_araR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03421_araR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03422_group_6507,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MOLECULAR_FUNCTION
OFBKKLGO_03424_eamA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03425_yvbW,membrane,CELLULAR_COMPONENT
OFBKKLGO_03428_ybbH_2,carbohydrate derivative binding,MOLECULAR_FUNCTION
OFBKKLGO_03428_ybbH_2,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03429_xylB_2,carbohydrate metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_03429_xylB_2,D-gluconate metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_03430_idnT,membrane,CELLULAR_COMPONENT
OFBKKLGO_03432_lutB,iron-sulfur cluster binding,MOLECULAR_FUNCTION
OFBKKLGO_03432_lutB,lactate oxidation,BIOLOGICAL_PROCESS
OFBKKLGO_03433_lutA_2,lactate metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_03435_lutR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03436_lutP,lactate transport,BIOLOGICAL_PROCESS
OFBKKLGO_03440_epsN,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03443_epsK,membrane,CELLULAR_COMPONENT
OFBKKLGO_03453_yveL,extracellular polysaccharide biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_03454_ywqC_1,lipopolysaccharide biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_03455_group_6519,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_03455_group_6519,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03463_padC,carboxy-lyase activity,MOLECULAR_FUNCTION
OFBKKLGO_03471_rafB,carbohydrate:proton symporter activity,MOLECULAR_FUNCTION
OFBKKLGO_03472_degA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03472_degA,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_03473_clpP,proteolysis,BIOLOGICAL_PROCESS
OFBKKLGO_03480_dauA_2,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03480_dauA_2,transmembrane transport,BIOLOGICAL_PROCESS
OFBKKLGO_03481_csh_2,carbonate dehydratase activity,MOLECULAR_FUNCTION
OFBKKLGO_03481_csh_2,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_03482_ghrB,NAD binding,MOLECULAR_FUNCTION
OFBKKLGO_03482_ghrB,NAD binding,MOLECULAR_FUNCTION
OFBKKLGO_03483_group_2982,RNA binding,MOLECULAR_FUNCTION
OFBKKLGO_03483_group_2982,endoribonuclease activity,MOLECULAR_FUNCTION
OFBKKLGO_03488_yvcJ,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03489_mutX,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_03490_trxB,thioredoxin-disulfide reductase activity,MOLECULAR_FUNCTION
OFBKKLGO_03490_trxB,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_03494_hssR,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_03494_hssR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03494_hssR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_03495_bmrA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03495_bmrA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_03495_bmrA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_03496_hisI,phosphoribosyl-ATP diphosphatase activity,MOLECULAR_FUNCTION
OFBKKLGO_03496_hisI,histidine biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_03496_hisI,histidine biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_03497_hisF,histidine biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_03497_hisF,imidazoleglycerol-phosphate synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_03497_hisF,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_03498_priA_2,catalytic activity,MOLECULAR_FUNCTION
