ID,PATHWAY
OFBKKLGO_03284_fadN,"Caprolactam degradation|KEGG|00930+4.2.1.17+1.1.1.35;Phenylalanine metabolism|KEGG|00360+4.2.1.17;Aminobenzoate degradation|KEGG|00627+4.2.1.17;alpha-Linolenic acid metabolism|KEGG|00592+4.2.1.17;Fermentation to 2-methylbutanoate|MetaCyc|PWY-5109;Fatty acid beta-oxidation IV (unsaturated, even number)|MetaCyc|PWY-5138;Butanoate metabolism|KEGG|00650+4.2.1.17+1.1.1.35;(8E,10E)-dodeca-8,10-dienol biosynthesis|MetaCyc|PWY-7654;Methyl ketone biosynthesis (engineered)|MetaCyc|PWY-7007;Pyruvate fermentation to hexanol (engineered)|MetaCyc|PWY-6863;Propanoate metabolism|KEGG|00640+4.2.1.17;Pyruvate fermentation to butanol II (engineered)|MetaCyc|PWY-6883;Fatty acid degradation|KEGG|00071+4.2.1.17+1.1.1.35;Fatty acid beta-oxidation II (plant peroxisome)|MetaCyc|PWY-5136;Valine, leucine and isoleucine degradation|KEGG|00280+4.2.1.17+1.1.1.35;Geraniol degradation|KEGG|00281+4.2.1.17+1.1.1.35;Benzoate degradation|KEGG|00362+4.2.1.17+1.1.1.35;Carbon fixation pathways in prokaryotes|KEGG|00720+4.2.1.17+1.1.1.35;Pyruvate fermentation to butanol I|MetaCyc|PWY-6583;(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate biosynthesis (6-desaturase)|MetaCyc|PWY-7726;Cholesterol degradation to androstenedione II (cholesterol dehydrogenase)|MetaCyc|PWY-6946;Docosahexaenoate biosynthesis III (6-desaturase, mammals)|MetaCyc|PWY-7606;4-hydroxybenzoate biosynthesis III (plants)|MetaCyc|PWY-6435;Tryptophan metabolism|KEGG|00380+4.2.1.17+1.1.1.35;Fatty acid salvage|MetaCyc|PWY-7094;3-hydroxypropanoate/4-hydroxybutanate cycle|MetaCyc|PWY-5789;Fatty acid elongation|KEGG|00062+4.2.1.17+1.1.1.35;Cholesterol degradation to androstenedione I (cholesterol oxidase)|MetaCyc|PWY-6945;beta-Alanine metabolism|KEGG|00410+4.2.1.17;(R)- and (S)-3-hydroxybutanoate biosynthesis (engineered)|MetaCyc|PWY-7216;2-methylpropene degradation|MetaCyc|PWY-7778;Lysine degradation|KEGG|00310+4.2.1.17+1.1.1.35;Androstenedione degradation|MetaCyc|PWY-6944;Methyl tert-butyl ether degradation|MetaCyc|PWY-7779;Limonene and pinene degradation|KEGG|00903+4.2.1.17;Spodoptera littoralis pheromone biosynthesis|MetaCyc|PWY-7656;Toluene degradation|KEGG|00623+1.1.1.35;Glutaryl-coa degradation|MetaCyc|PWY-5177;Benzoyl-coa degradation I (aerobic)|MetaCyc|PWY-1361;Crotonate fermentation (to acetate and cyclohexane carboxylate)|MetaCyc|PWY-7401"
OFBKKLGO_03286_fadM,L-Ndelta-acetylornithine biosynthesis|MetaCyc|PWY-6922;Proline catabolism|Reactome|R-HSA-70688;Arginine and proline metabolism|KEGG|00330+1.5.5.2;(5R)-carbapenem carboxylate biosynthesis|MetaCyc|PWY-5737
OFBKKLGO_03286_fadM,Arginine and proline metabolism|KEGG|00330+1.5.5.2;(5R)-carbapenem carboxylate biosynthesis|MetaCyc|PWY-5737;Proline catabolism|Reactome|R-HSA-70688;L-Ndelta-acetylornithine biosynthesis|MetaCyc|PWY-6922
OFBKKLGO_03286_fadM,Arginine and proline metabolism|KEGG|00330+1.5.5.2;(5R)-carbapenem carboxylate biosynthesis|MetaCyc|PWY-5737;L-Ndelta-acetylornithine biosynthesis|MetaCyc|PWY-6922
OFBKKLGO_03302_cssS,Branched-chain amino acid catabolism|Reactome|R-HSA-70895
OFBKKLGO_03302_cssS,Regulation of pyruvate dehydrogenase (PDH) complex|Reactome|R-HSA-204174;Signaling by Retinoic Acid|Reactome|R-HSA-5362517
OFBKKLGO_03305_fumC,"Methylaspartate cycle|MetaCyc|PWY-6728;Citric acid cycle (TCA cycle)|Reactome|R-HSA-71403;Reductive TCA cycle II|MetaCyc|PWY-5392;Superpathway of glyoxylate cycle and fatty acid degradation|MetaCyc|PWY-561;Partial TCA cycle (obligate autotrophs)|MetaCyc|PWY-5913;TCA cycle II (plants and fungi)|MetaCyc|PWY-5690;Pyruvate metabolism|KEGG|00620+4.2.1.2;Carbon fixation pathways in prokaryotes|KEGG|00720+4.2.1.2;Citrate cycle (TCA cycle)|KEGG|00020+4.2.1.2;Anaerobic energy metabolism (invertebrates, mitochondrial)|MetaCyc|PWY-7384;(S)-lactate fermentation to propanoate, acetate and hydrogen|MetaCyc|PWY-8086;TCA cycle VII (acetate-producers)|MetaCyc|PWY-7254;TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|MetaCyc|PWY-6969"
OFBKKLGO_03305_fumC,"Carbon fixation pathways in prokaryotes|KEGG|00720+4.2.1.2;Anaerobic energy metabolism (invertebrates, mitochondrial)|MetaCyc|PWY-7384;(S)-lactate fermentation to propanoate, acetate and hydrogen|MetaCyc|PWY-8086;Reductive TCA cycle II|MetaCyc|PWY-5392;TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|MetaCyc|PWY-6969;TCA cycle VII (acetate-producers)|MetaCyc|PWY-7254;Citric acid cycle (TCA cycle)|Reactome|R-HSA-71403;Partial TCA cycle (obligate autotrophs)|MetaCyc|PWY-5913;Methylaspartate cycle|MetaCyc|PWY-6728;Superpathway of glyoxylate cycle and fatty acid degradation|MetaCyc|PWY-561;Pyruvate metabolism|KEGG|00620+4.2.1.2;TCA cycle II (plants and fungi)|MetaCyc|PWY-5690;Citrate cycle (TCA cycle)|KEGG|00020+4.2.1.2"
OFBKKLGO_03311_liaS,Regulation of pyruvate dehydrogenase (PDH) complex|Reactome|R-HSA-204174;Signaling by Retinoic Acid|Reactome|R-HSA-5362517
OFBKKLGO_03323_rcsC_3,Regulation of pyruvate dehydrogenase (PDH) complex|Reactome|R-HSA-204174;Signaling by Retinoic Acid|Reactome|R-HSA-5362517
OFBKKLGO_03323_rcsC_3,Branched-chain amino acid catabolism|Reactome|R-HSA-70895
OFBKKLGO_03328_oxdC_2,Oxalate degradation V|MetaCyc|PWY-6698;Glyoxylate and dicarboxylate metabolism|KEGG|00630+4.1.1.2
OFBKKLGO_03350_nhaK,Sodium/Proton exchangers|Reactome|R-HSA-425986
OFBKKLGO_03351_cysI,Sulfur metabolism|KEGG|00920+1.8.1.2;Assimilatory sulfate reduction III|MetaCyc|PWY-6683
OFBKKLGO_03352_cysJ,Assimilatory sulfate reduction III|MetaCyc|PWY-6683;Sulfur metabolism|KEGG|00920+1.8.1.2
OFBKKLGO_03358_cadA,Ion transport by P-type ATPases|Reactome|R-HSA-936837
OFBKKLGO_03359_copA,Ion transport by P-type ATPases|Reactome|R-HSA-936837
OFBKKLGO_03360_copZ,Ion transport by P-type ATPases|Reactome|R-HSA-936837
OFBKKLGO_03413_eno,Formaldehyde assimilation I (serine pathway)|MetaCyc|PWY-1622;Entner-Doudoroff pathway I|MetaCyc|PWY-8004;Glycolysis / Gluconeogenesis|KEGG|00010+4.2.1.11;Ethylene biosynthesis V (engineered)|MetaCyc|PWY-7124;Glycerol degradation to butanol|MetaCyc|PWY-7003;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142;Methane metabolism|KEGG|00680+4.2.1.11;Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;1-butanol autotrophic biosynthesis (engineered)|MetaCyc|PWY-6886;Entner-Doudoroff pathway III (semi-phosphorylative)|MetaCyc|PWY-2221;Photosynthetic 3-hydroxybutanoate biosynthesis (engineered)|MetaCyc|PWY-7218;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Rubisco shunt|MetaCyc|PWY-5723
OFBKKLGO_03413_eno,Entner-Doudoroff pathway III (semi-phosphorylative)|MetaCyc|PWY-2221;1-butanol autotrophic biosynthesis (engineered)|MetaCyc|PWY-6886;Glycolysis / Gluconeogenesis|KEGG|00010+4.2.1.11;Rubisco shunt|MetaCyc|PWY-5723;Glycerol degradation to butanol|MetaCyc|PWY-7003;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Methane metabolism|KEGG|00680+4.2.1.11;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Formaldehyde assimilation I (serine pathway)|MetaCyc|PWY-1622;Entner-Doudoroff pathway I|MetaCyc|PWY-8004;Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Photosynthetic 3-hydroxybutanoate biosynthesis (engineered)|MetaCyc|PWY-7218;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142;Ethylene biosynthesis V (engineered)|MetaCyc|PWY-7124
OFBKKLGO_03413_eno,Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Entner-Doudoroff pathway III (semi-phosphorylative)|MetaCyc|PWY-2221;Rubisco shunt|MetaCyc|PWY-5723;Entner-Doudoroff pathway I|MetaCyc|PWY-8004;Glycerol degradation to butanol|MetaCyc|PWY-7003;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142;Glycolysis / Gluconeogenesis|KEGG|00010+4.2.1.11;1-butanol autotrophic biosynthesis (engineered)|MetaCyc|PWY-6886;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Methane metabolism|KEGG|00680+4.2.1.11;Ethylene biosynthesis V (engineered)|MetaCyc|PWY-7124;Formaldehyde assimilation I (serine pathway)|MetaCyc|PWY-1622;Photosynthetic 3-hydroxybutanoate biosynthesis (engineered)|MetaCyc|PWY-7218
OFBKKLGO_03413_eno,Methane metabolism|KEGG|00680+4.2.1.11;Ethylene biosynthesis V (engineered)|MetaCyc|PWY-7124;Gluconeogenesis|Reactome|R-HSA-70263;Glycolysis|Reactome|R-HSA-70171;Entner-Doudoroff pathway III (semi-phosphorylative)|MetaCyc|PWY-2221;1-butanol autotrophic biosynthesis (engineered)|MetaCyc|PWY-6886;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Rubisco shunt|MetaCyc|PWY-5723;Photosynthetic 3-hydroxybutanoate biosynthesis (engineered)|MetaCyc|PWY-7218;Formaldehyde assimilation I (serine pathway)|MetaCyc|PWY-1622;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142;Entner-Doudoroff pathway I|MetaCyc|PWY-8004;Glycerol degradation to butanol|MetaCyc|PWY-7003;Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Glycolysis / Gluconeogenesis|KEGG|00010+4.2.1.11
OFBKKLGO_03414_gpmI,"Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Methane metabolism|KEGG|00680+5.4.2.12;Glycerol degradation to butanol|MetaCyc|PWY-7003;Rubisco shunt|MetaCyc|PWY-5723;Ethylene biosynthesis V (engineered)|MetaCyc|PWY-7124;Glycolysis / Gluconeogenesis|KEGG|00010+5.4.2.12;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;1-butanol autotrophic biosynthesis (engineered)|MetaCyc|PWY-6886;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142;Photosynthetic 3-hydroxybutanoate biosynthesis (engineered)|MetaCyc|PWY-7218;Glycine, serine and threonine metabolism|KEGG|00260+5.4.2.12;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Entner-Doudoroff pathway III (semi-phosphorylative)|MetaCyc|PWY-2221"
OFBKKLGO_03414_gpmI,"Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Methane metabolism|KEGG|00680+5.4.2.12;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Entner-Doudoroff pathway III (semi-phosphorylative)|MetaCyc|PWY-2221;1-butanol autotrophic biosynthesis (engineered)|MetaCyc|PWY-6886;Glycolysis / Gluconeogenesis|KEGG|00010+5.4.2.12;Ethylene biosynthesis V (engineered)|MetaCyc|PWY-7124;Glycerol degradation to butanol|MetaCyc|PWY-7003;Rubisco shunt|MetaCyc|PWY-5723;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Photosynthetic 3-hydroxybutanoate biosynthesis (engineered)|MetaCyc|PWY-7218;Glycine, serine and threonine metabolism|KEGG|00260+5.4.2.12;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142"
OFBKKLGO_03414_gpmI,"1-butanol autotrophic biosynthesis (engineered)|MetaCyc|PWY-6886;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Glycine, serine and threonine metabolism|KEGG|00260+5.4.2.12;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142;Ethylene biosynthesis V (engineered)|MetaCyc|PWY-7124;Entner-Doudoroff pathway III (semi-phosphorylative)|MetaCyc|PWY-2221;Glycolysis / Gluconeogenesis|KEGG|00010+5.4.2.12;Rubisco shunt|MetaCyc|PWY-5723;Glycerol degradation to butanol|MetaCyc|PWY-7003;Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Methane metabolism|KEGG|00680+5.4.2.12;Photosynthetic 3-hydroxybutanoate biosynthesis (engineered)|MetaCyc|PWY-7218;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042"
OFBKKLGO_03415_tpiA,Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142;Glycolysis|Reactome|R-HSA-70171;Fructose and mannose metabolism|KEGG|00051+5.3.1.1;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Glycolysis / Gluconeogenesis|KEGG|00010+5.3.1.1;Glycerol degradation to butanol|MetaCyc|PWY-7003;Inositol phosphate metabolism|KEGG|00562+5.3.1.1;Gluconeogenesis|Reactome|R-HSA-70263;Carbon fixation in photosynthetic organisms|KEGG|00710+5.3.1.1
OFBKKLGO_03415_tpiA,Glycerol degradation to butanol|MetaCyc|PWY-7003;Inositol phosphate metabolism|KEGG|00562+5.3.1.1;Gluconeogenesis|Reactome|R-HSA-70263;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Carbon fixation in photosynthetic organisms|KEGG|00710+5.3.1.1;Glycolysis|Reactome|R-HSA-70171;Glycolysis / Gluconeogenesis|KEGG|00010+5.3.1.1;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Fructose and mannose metabolism|KEGG|00051+5.3.1.1
OFBKKLGO_03415_tpiA,Carbon fixation in photosynthetic organisms|KEGG|00710+5.3.1.1;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Glycolysis|Reactome|R-HSA-70171;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Gluconeogenesis|Reactome|R-HSA-70263;Glycolysis / Gluconeogenesis|KEGG|00010+5.3.1.1;Fructose and mannose metabolism|KEGG|00051+5.3.1.1;Inositol phosphate metabolism|KEGG|00562+5.3.1.1;Glycerol degradation to butanol|MetaCyc|PWY-7003
OFBKKLGO_03415_tpiA,Carbon fixation in photosynthetic organisms|KEGG|00710+5.3.1.1;Glycolysis|Reactome|R-HSA-70171;Inositol phosphate metabolism|KEGG|00562+5.3.1.1;Glycolysis / Gluconeogenesis|KEGG|00010+5.3.1.1;Glycerol degradation to butanol|MetaCyc|PWY-7003;Fructose and mannose metabolism|KEGG|00051+5.3.1.1;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142;Gluconeogenesis|Reactome|R-HSA-70263
OFBKKLGO_03416_pgk,Glycerol degradation to butanol|MetaCyc|PWY-7003;Gluconeogenesis|Reactome|R-HSA-70263;1-butanol autotrophic biosynthesis (engineered)|MetaCyc|PWY-6886;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Carbon fixation in photosynthetic organisms|KEGG|00710+2.7.2.3;Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Glycolysis / Gluconeogenesis|KEGG|00010+2.7.2.3;Entner-Doudoroff pathway I|MetaCyc|PWY-8004;Glycolysis|Reactome|R-HSA-70171;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484
OFBKKLGO_03416_pgk,Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;1-butanol autotrophic biosynthesis (engineered)|MetaCyc|PWY-6886;Gluconeogenesis|Reactome|R-HSA-70263;Carbon fixation in photosynthetic organisms|KEGG|00710+2.7.2.3;Glycolysis|Reactome|R-HSA-70171;Glycerol degradation to butanol|MetaCyc|PWY-7003;Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Glycolysis / Gluconeogenesis|KEGG|00010+2.7.2.3;Entner-Doudoroff pathway I|MetaCyc|PWY-8004;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042
OFBKKLGO_03416_pgk,Glycolysis / Gluconeogenesis|KEGG|00010+2.7.2.3;Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Entner-Doudoroff pathway I|MetaCyc|PWY-8004;Glycerol degradation to butanol|MetaCyc|PWY-7003;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Gluconeogenesis|Reactome|R-HSA-70263;Glycolysis|Reactome|R-HSA-70171;1-butanol autotrophic biosynthesis (engineered)|MetaCyc|PWY-6886;Carbon fixation in photosynthetic organisms|KEGG|00710+2.7.2.3
OFBKKLGO_03416_pgk,Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Glycolysis|Reactome|R-HSA-70171;Gluconeogenesis|Reactome|R-HSA-70263;Glycerol degradation to butanol|MetaCyc|PWY-7003;1-butanol autotrophic biosynthesis (engineered)|MetaCyc|PWY-6886;Glycolysis / Gluconeogenesis|KEGG|00010+2.7.2.3;Entner-Doudoroff pathway I|MetaCyc|PWY-8004;Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Carbon fixation in photosynthetic organisms|KEGG|00710+2.7.2.3;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042
OFBKKLGO_03417_gapA,Glycolysis|Reactome|R-HSA-70171;Gluconeogenesis|Reactome|R-HSA-70263
OFBKKLGO_03417_gapA,Gluconeogenesis|Reactome|R-HSA-70263;Glycolysis|Reactome|R-HSA-70171
OFBKKLGO_03417_gapA,Carbon fixation in photosynthetic organisms|KEGG|00710+1.2.1.12;Glycolysis|Reactome|R-HSA-70171;Glycolysis II (from fructose 6-phosphate)|MetaCyc|PWY-5484;Superpathway of glucose and xylose degradation|MetaCyc|PWY-6901;Entner-Doudoroff pathway I|MetaCyc|PWY-8004;Glycolysis IV (plant cytosol)|MetaCyc|PWY-1042;Glycolysis / Gluconeogenesis|KEGG|00010+1.2.1.12;Glycerol degradation to butanol|MetaCyc|PWY-7003;Gluconeogenesis|Reactome|R-HSA-70263
OFBKKLGO_03420_araE,Cellular hexose transport|Reactome|R-HSA-189200
OFBKKLGO_03429_xylB_2,Glycerol degradation I|MetaCyc|PWY-4261;Glycerolipid metabolism|KEGG|00561+2.7.1.30
OFBKKLGO_03429_xylB_2,Sorbitol biosynthesis II|MetaCyc|PWY-5530;Pentose phosphate pathway|KEGG|00030+2.7.1.12
OFBKKLGO_03446_epsH,O-linked glycosylation of mucins|Reactome|R-HSA-913709
OFBKKLGO_03449_epsE,O-linked glycosylation of mucins|Reactome|R-HSA-913709
OFBKKLGO_03450_epsD,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein|Reactome|R-HSA-446193;Defective ALG2 causes ALG2-CDG (CDG-1i)|Reactome|R-HSA-4549349"
OFBKKLGO_03481_csh_2,"Glyoxylate assimilation|MetaCyc|PWY-5744;C4 photosynthetic carbon assimilation cycle, NAD-ME type|MetaCyc|PWY-7115;3-hydroxypropanoate cycle|MetaCyc|PWY-5743;C4 photosynthetic carbon assimilation cycle, PEPCK type|MetaCyc|PWY-7117;Nitrogen metabolism|KEGG|00910+4.2.1.1;3-hydroxypropanoate/4-hydroxybutanate cycle|MetaCyc|PWY-5789;Gluconeogenesis II (Methanobacterium thermoautotrophicum)|MetaCyc|PWY-6142;C4 photosynthetic carbon assimilation cycle, NADP-ME type|MetaCyc|PWY-241"
OFBKKLGO_03489_mutX,Phosphate bond hydrolysis by NUDT proteins|Reactome|R-HSA-2393930
OFBKKLGO_03490_trxB,Selenocompound metabolism|KEGG|00450+1.8.1.9
OFBKKLGO_03496_hisI,Histidine metabolism|KEGG|00340+3.6.1.31
OFBKKLGO_03496_hisI,Histidine metabolism|KEGG|00340+3.5.4.19
OFBKKLGO_03496_hisI,Histidine metabolism|KEGG|00340+3.6.1.31+3.5.4.19
OFBKKLGO_03497_hisF,Histidine metabolism|KEGG|00340+4.3.2.10
OFBKKLGO_03498_priA_2,Histidine metabolism|KEGG|00340+5.3.1.16
OFBKKLGO_03499_hisH,"Alanine, aspartate and glutamate metabolism|KEGG|00250+3.5.1.2;Glutaminyl-trnagln biosynthesis via transamidation|MetaCyc|PWY-5921;D-Glutamine and D-glutamate metabolism|KEGG|00471+3.5.1.2;Histidine metabolism|KEGG|00340+4.3.2.10;Arginine biosynthesis|KEGG|00220+3.5.1.2"
OFBKKLGO_03500_hisB,Histidine metabolism|KEGG|00340+4.2.1.19
OFBKKLGO_03501_hisD,Histidine metabolism|KEGG|00340+1.1.1.23
OFBKKLGO_03502_hisG,Histidine metabolism|KEGG|00340+2.4.2.17
OFBKKLGO_03506_ppaX_2,Oxidative phosphorylation|KEGG|00190+3.6.1.1;(aminomethyl)phosphonate degradation|MetaCyc|PWY-7805;Glyphosate degradation III|MetaCyc|PWY-7807
OFBKKLGO_03507_lgt,Lipoprotein posttranslational modification|MetaCyc|PWY-7884
OFBKKLGO_03510_nagB,Amino sugar and nucleotide sugar metabolism|KEGG|00520+3.5.99.6;Chitin degradation I (archaea)|MetaCyc|PWY-6855;UDP-N-acetyl-D-galactosamine biosynthesis II|MetaCyc|PWY-5514;Chitin derivatives degradation|MetaCyc|PWY-6906;Glycolysis|Reactome|R-HSA-70171
OFBKKLGO_03510_nagB,Chitin derivatives degradation|MetaCyc|PWY-6906;Amino sugar and nucleotide sugar metabolism|KEGG|00520+3.5.99.6;Chitin degradation I (archaea)|MetaCyc|PWY-6855;UDP-N-acetyl-D-galactosamine biosynthesis II|MetaCyc|PWY-5514
OFBKKLGO_03529_ctpB,The retinoid cycle in cones (daylight vision)|Reactome|R-HSA-2187335;The canonical retinoid cycle in rods (twilight vision)|Reactome|R-HSA-2453902
OFBKKLGO_03529_ctpB,Collagen degradation|Reactome|R-HSA-1442490;Degradation of the extracellular matrix|Reactome|R-HSA-1474228
OFBKKLGO_03533_cccB,SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes|Reactome|R-HSA-111464;Detoxification of Reactive Oxygen Species|Reactome|R-HSA-3299685;Transcriptional activation of mitochondrial biogenesis|Reactome|R-HSA-2151201;Activation of caspases through apoptosome-mediated cleavage|Reactome|R-HSA-111459;Respiratory electron transport|Reactome|R-HSA-611105;Release of apoptotic factors from the mitochondria|Reactome|R-HSA-111457;Regulation of the apoptosome activity|Reactome|R-HSA-9627069;Formation of apoptosome|Reactome|R-HSA-111458;TP53 Regulates Metabolic Genes|Reactome|R-HSA-5628897;SMAC (DIABLO) binds to IAPs|Reactome|R-HSA-111463
OFBKKLGO_03533_cccB,Respiratory electron transport|Reactome|R-HSA-611105
OFBKKLGO_03556_degS,Regulation of pyruvate dehydrogenase (PDH) complex|Reactome|R-HSA-204174;Signaling by Retinoic Acid|Reactome|R-HSA-5362517
OFBKKLGO_03557_yigZ,Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012
OFBKKLGO_03559_tagO,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein|Reactome|R-HSA-446193;Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265;Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2|Reactome|R-HSA-4549356;Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470;Peptidoglycan biosynthesis|KEGG|00550+2.7.8.13;Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471"
OFBKKLGO_03559_tagO,Peptidoglycan biosynthesis|KEGG|00550+2.7.8.13;Peptidoglycan biosynthesis V (beta-lactam resistance)|MetaCyc|PWY-6470;Peptidoglycan biosynthesis II (staphylococci)|MetaCyc|PWY-5265;Peptidoglycan biosynthesis IV (Enterococcus faecium)|MetaCyc|PWY-6471
OFBKKLGO_03561_tuaG,O-linked glycosylation of mucins|Reactome|R-HSA-913709
OFBKKLGO_03578_tagD,Poly(ribitol phosphate) wall teichoic acid biosynthesis I (B. subtilis)|MetaCyc|PWY-7815;Glycerophospholipid metabolism|KEGG|00564+2.7.7.39;Poly(ribitol phosphate) wall teichoic acid biosynthesis II (S. aureus)|MetaCyc|PWY-7816;Poly(3-o-beta-d-glucopyranosyl-n-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis|MetaCyc|PWY-7819
OFBKKLGO_03579_tagA,Poly(ribitol phosphate) wall teichoic acid biosynthesis I (B. subtilis)|MetaCyc|PWY-7815;Poly(ribitol phosphate) wall teichoic acid biosynthesis II (S. aureus)|MetaCyc|PWY-7816;Poly(3-o-beta-d-glucopyranosyl-n-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis|MetaCyc|PWY-7819
OFBKKLGO_03582_yvyI,"Fructose and mannose metabolism|KEGG|00051+5.3.1.8;Beta-1,4-d-mannosyl-n-acetyl-d-glucosamine degradation|MetaCyc|PWY-7586;Mannitol degradation II|MetaCyc|PWY-3861;L-ascorbate biosynthesis I (L-galactose pathway)|MetaCyc|PWY-882;Beta-(1,4)-mannan degradation|MetaCyc|PWY-7456;1,5-anhydrofructose degradation|MetaCyc|PWY-6992;Mannitol biosynthesis|MetaCyc|PWY-3881;Amino sugar and nucleotide sugar metabolism|KEGG|00520+5.3.1.8;GDP-mannose biosynthesis|MetaCyc|PWY-5659"
OFBKKLGO_03582_yvyI,"Mannitol degradation II|MetaCyc|PWY-3861;Beta-(1,4)-mannan degradation|MetaCyc|PWY-7456;Fructose and mannose metabolism|KEGG|00051+5.3.1.8;Beta-1,4-d-mannosyl-n-acetyl-d-glucosamine degradation|MetaCyc|PWY-7586;Mannitol biosynthesis|MetaCyc|PWY-3881;Synthesis of GDP-mannose|Reactome|R-HSA-446205;Amino sugar and nucleotide sugar metabolism|KEGG|00520+5.3.1.8;Defective MPI causes MPI-CDG (CDG-1b)|Reactome|R-HSA-4043916;1,5-anhydrofructose degradation|MetaCyc|PWY-6992;GDP-mannose biosynthesis|MetaCyc|PWY-5659;L-ascorbate biosynthesis I (L-galactose pathway)|MetaCyc|PWY-882"
OFBKKLGO_03586_COQ3_1,O-linked glycosylation of mucins|Reactome|R-HSA-913709
OFBKKLGO_03589_ywtE,Synthesis of GDP-mannose|Reactome|R-HSA-446205
OFBKKLGO_03595_capB,Metabolism of folate and pterines|Reactome|R-HSA-196757
OFBKKLGO_03601_rbsD,GDP-fucose biosynthesis|Reactome|R-HSA-6787639
